Day,Week,Hour,Minute,Qurter,Date,timestamp,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24 
3,22,0,20,2,03-06-2012,20:02.7,sonakshi sinha,rowdy rathore,coal india limited,hpcl,poonam pandey,pnr status,viswanathan anand,irctc,aieee,world environment day,ssc result,ibps,syndicate bank,cbse,jagan,group 4,sikorsky,saath nibhana saathiya,10th results,made easy,,,,,
4,23,0,20,2,04-06-2012,20:03.6,sslc results,10th results,poonam pandey,rowdy rathore,ibps,coal india limited,aieee results 2012,sonakshi sinha,delhi university,world environment day,delhi police,group 4,cocktail,irctc,cil,assam,mtu,opera mini 7,bseb,ladies vs ricky bahl,,,,,
5,23,0,20,2,05-06-2012,20:03.2,up board,up board 12th result 2012,sslc results 2012 tamilnadu,world environment day,ibps,aieee,rowdy rathore,delhi university,sonakshi sinha,aieee result,10th,green economy,aieee 2012,cil,nios,irctc,group 4,Jun-05,guwahati,cocktail,,,,,
6,23,0,20,2,06-06-2012,20:02.6,up board,bihar board 12th result 2012,aieee,world environment day,rowdy rathore,up board intermediate result,ssc results,ibps,sonakshi sinha,coal india limited,jadavpur university,monsoon in india,syndicate bank,u.p.board result,irctc,election results,delhi university,federal bank,wap in,operamini,,,,,
7,23,0,20,2,07-06-2012,20:02.4,federal bank,cet karnataka,operation blue star,rowdy rathore,aieee,sonakshi sinha,coal india limited,mobile recharge online,higher secondary,sslc results 2012 tamilnadu,jadavpur university,aieee result,delhi university,nios,bihar board result 2012,hpcl,sania mirza,getjar,cocktail,toyota etios,,,,,
8,23,0,20,2,08-06-2012,20:03.1,up board 10th result 2012,sania mirza,upboard intermediate result 2012,nios,2 result,reserve bank of india,sonakshi sinha,gopi,irctc,iifa,coal india limited,rowdy rathore songs,aieee,mtnl,euro cup 2012 schedule,mount abu,delhi university,cocktail,railway recruitment,operamini,,,,,
9,23,0,20,2,09-06-2012,20:02.8,nios,bete noire,aieee,dte,ssc,ssc results,satyamev jayate,coal india limited,bseb,sania mirza,nithyananda,shanghai,iifa,just like heaven,cil,gramin bank,euro cup 2012,cocktail,getjar,operamini,,,,,
10,23,0,20,2,10-06-2012,20:01.8,aieee result 2012,cbse,cbse result,ssc results,top engineering colleges in india,shanghai movie,iiit,ibps,sunidhi chauhan,iifa awards 2012,coal india limited,germany vs portugal euro 2012,nios,dtu,mobile recharge online,delhi university,sonakshi sinha,dimple yadav,getjar,commercial tax,,,,,
11,24,0,20,2,11-06-2012,20:03.6,aieee 2012 results,pseb,mtu,coal india limited,punjab school education board,up board,nadal vs djokovic,hpcl,iifa,iiit hyderabad,getjar,cocktail,top engineering colleges in india,tino best,frech open,federal bank,xolo x900,spain vs italy euro 2012,operamini,tennis news,,,,,
12,24,0,20,2,12-06-2012,20:03.2,india results,beml,nithyananda,ssc result 2012,nios,ipu,10th class result 2012,shanghai movie,375,canara bank,nsit,iifa 2012,loyola college,getjar,irctc,bigrock,aieee,euro cup,cocktail,google 3d maps,,,,,
13,24,0,20,2,13-06-2012,20:01.9,ssc result 2012,nios,ram charan teja,nfte,10 th result 2012,10th result,dda,ipu,nsit,iifa awards 2012,iip,sonakshi sinha,loyola college,euro cup,cocktail,ubi,operamini,rajat gupta,power star,dtu,,,,,
14,24,0,20,2,14-06-2012,20:02.3,ssc results 2012 maharashtra,mehdi hassan,nithyananda,iit jee,ram charan,nsit,pranab mukherjee,apj abdul kalam,honda uni cub,world blood donor day,mtu,top engineering colleges in india,irctc,cocktail,ipu,president of india,netherlands vs germany,nios,father s day,euro cup 2012,,,,,
15,24,0,20,2,15-06-2012,20:03.1,ram charan teja,abdul kalam,nithyananda,xolo,tv9,xolo x900,federal bank,president of india,mehdi hassan,istream,aston martin v8 vantage,stet,spain vs ireland,bihar tet result,seba,apollo hospital,election results,asianet,polytechnic,irctc,,,,,
16,24,0,20,2,16-06-2012,20:03.8,pranab mukherjee,polytechnic,ferrari ki sawaari,abdul kalam,ram charan teja,xolo,micromax funbook,iitd,jee 2012,nithyananda,aieee,jagan,xolo x900,ramcharan,iit jee,nsit,federal bank,hpcl,mobile recharge online,france vs ukraine,,,,,
17,24,0,20,2,17-06-2012,20:02.5,pranab mukherjee,sunidhi chauhan,letter writing,canara bank,abdul kalam,rajat gupta,bhu,ferrari ki sawaari,made easy,rbi,micromax funbook,iitd,fathers day,corporation bank,ibps exam,ccb,nithyananda,polytechnic,irctc,himachal tourism,,,,,
18,25,0,20,2,18-06-2012,20:03.4,saina nehwal,rajat gupta,sunidhi chauhan,pranab mukherjee,ek hazaaron mein meri,made easy,portugal vs netherlands,fathers day,ferrari ki sawaari,greece election results,apj abdul kalam,lagaan,ram charan,up board,micromax funbook,nithyananda,no way out,germany vs denmark euro 2012,colors tv,istream,,,,,
19,25,0,20,2,19-06-2012,20:03.0,apj abdul kalam,saina nehwal,pranab mukherjee,a p j abdul kalam,ferrari ki sawaari movie,wwe no way out results,rajat gupta,sunidhi chauhan,sextuplets,ptu,xolo,yeswecan,canara bank,xolo x900,ram charan teja,president of india,g20 summit,istream,federal bank,italy vs ireland,,,,,
20,25,0,20,2,20-06-2012,20:02.5,nitish kumar,pranab mukherjee,jmi,gramin bank,corporation bank,jamia,ferrari ki sawaari,mit pune,dte,rajat gupta,high court,kanpur,mahendra singh dhoni,facebook login,number system,hpcl,punar vivah,fresher,getjar,irctc,,,,,
21,25,0,20,2,21-06-2012,20:03.6,rath yatra,world music day,hellcat,jamia,bhu,st stephens,ferrari ki sawaari,teri meri kahani,jmi,dte,group 4,saina nehwal,census 2011,irctc,krg,pranab mukherjee,intermediate results 2012,ccb,toyota etios,Jun-21,,,,,
22,25,0,20,2,22-06-2012,20:03.4,rajesh khanna,teri meri kahani,tamilnadu tourism,group 4,intermediate 1st year results,ibps,vijay,world music day,rath yatra,istream,hemlock society,mumbai news,the amazing spider man,rhinoplasty,punjab university,impotent,corporation bank,st stephens,gramin bank,trb,,,,,
23,25,0,20,2,23-06-2012,20:03.6,gangs of wasseypur,teri meri kahaani,sunidhi chauhan,rajesh khanna,mahi,gangs of wasseypur movie review,hemlock society,germany vs greece euro 2012,alan turing,istream,turing machine,micromax funbook,charles babbage,group 4,google doodle,lonavala,brave movie,amazing spiderman,raja pervez ashraf,tamilnadu tourism,,,,,
24,25,0,20,2,24-06-2012,20:02.6,mahi,rajesh khanna,asha bhosle,teri meri kahani movie,hemlock society,spain vs france euro 2012,amarnath,micromax funbook,istream,lata mangeshkar,charles babbage,hide away,gramin bank,today gold rate,mehdi hassan,bse,skoda rapid,jntu,sensex,irctc,,,,,
25,26,0,20,2,25-06-2012,20:03.8,gangs of wasseypur,mahi,rajesh khanna,teri meri kahaani,tere naal love ho gaya,amarnath yatra,micromax funbook,euro 2012 england vs italy,organic farming,ccb,ctet,all india radio,istream,genelia d souza,impotent,ibps,online shopping sites in india,amazing spiderman,pirates of the caribbean 4,football world cup,,,,,
26,26,0,20,2,26-06-2012,20:03.5,gangs of wasseypur,srcc,amarnath yatra,pranab mukherjee,teri meri kahani,rajesh khanna,kashmir news,du,university of delhi,abu hamza,amitabh bachchan,ibps clerk,micromax funbook,kochi,tata nano,kabir,corporation bank,nsit,the amazing spider man,mahi,,,,,
27,26,0,20,2,27-06-2012,20:02.4,3rd grade teacher,esha deol,gangs of wasseypur,pranab mukherjee,sania mirza,teri meri kahani,bade acche lagte hain,leander paes,videocon,amitabh bachchan,amarnath yatra,bait,hemlock society,spain vs portugal euro 2012,micromax funbook,leh,the amazing spider man,kashmir news,yammer,dekha ek khwab,,,,,
28,26,0,20,2,28-06-2012,20:03.0,north india,ek tha tiger,sania mirza,gangs of wasseypur,esha deol,istream,euro 2012 live,football score,10th result 2012,ssc admit card,teri meri kahaani review,cesc,football world cup,ctet,jelly bean,portugal vs spain live,football live streaming,amarnath yatra,amazing spiderman,hemlock society,,,,,
29,26,0,20,2,29-06-2012,20:04.0,kya super kool hai hum,gaar,esha deol,srcc,petrol price,euro 2012 live,jawahar navodaya vidyalaya,germany vs italy euro 2012,the amazing spider man,du,iob,gilles simon,istream,dekha ek khwab,football live scores,ek tha tiger,dharmendra,micromax funbook,nadal,jelly bean android,,,,,
30,26,0,20,2,30-06-2012,20:03.5,esha deol,amazing spider man 2012,asha bhosle,ssc admit card,gaar,lata mangeshkar,mjp,spiderman 4,jindal,eamcet 2012 results,eoin morgan,sunidhi chauhan,spain vs italy,micromax funbook,lockout,federer,kvs,amarnath,kashmir news,sw19,,,,,
1,26,0,20,3,01-07-2012,20:02.5,ssc admit card 2012,amazing spider man 2012,pnr status check,esha deol marriage,anna university,ek tha tiger trailer,getjar,irctc,kya super kool hai hum,sensex,vtu,gaar,service tax,president of india,spiderman 4,university of pune,asha bhosle,bol bachchan,eil,firstflight,,,,,
2,27,0,20,3,02-07-2012,20:02.3,amazing spider man 2012,istream,spain vs italy,football world cup,alcoholic anonymous,euro 2012 final live,esha deol marriage,apj abdul kalam,football live scores,football match,neha dhupia,spiderman 4,bol bachchan,samsung galaxy ace duos,cee,cesc,cricket score,maximum,sextuplets,online shopping sites in india,,,,,
3,27,0,20,3,03-07-2012,20:03.1,sohail khan,eamcet results 2012,amazing spider man 2012,when a stranger calls,maximum,esha deol,alcoholic anonymous,nsit,air force recruitment,dte,psst,dekha ek khwab,ceep,jawahar navodaya vidyalaya,weather india,e filing,delhi university,samsung galaxy ace duos,spiderman 4,iss pyaar ko kya,,,,,
4,27,0,20,3,04-07-2012,20:02.7,south india,amazing spider man 2012,god particle,maximum,when a stranger calls,4th july,identical,online shopping sites in india,joao moutinho,spiderman 4,Jul-04,alcoholic anonymous,air force recruitment,passport online application,patriotic songs,school education,icici bank,the shrine,google co,tom cruise birthday,,,,,
5,27,0,20,3,05-07-2012,20:02.9,renault duster india,what is god particle,bol bachchan,kya super kool hai hum,air force recruitment,boson particle,naan ee,amazing spider man 2012,cern news,large hadron collider,ccb,dte,shab e barat,us independence day,scientologist,higgs boson,dekha ek khwab,standard model of particle physics,dhe,lhc,,,,,
6,27,0,20,3,06-07-2012,20:03.2,renault duster india,jism2,naan ee,bol bachchan,dte,god particle,prachi desai,amarnath,scientologist,dekha ek khwab,boson,kya super kool hai hum,large hadron collider,aces,diya aur baati,the amazing spider man,air force recruitment,indianbank,higgs boson,impotent,,,,,
7,27,0,20,3,07-07-2012,20:02.0,bol bachchan,prachi desai,eaga,renault duster india,kya super kool hai hum,ptu,ms dhoni,bol bachan movie review,mahendra singh dhoni,god particle,avg free antivirus download,asha bhosle,the three stooges 2012,the amazing spider man movie,wimbledon 2012 live,air force recruitment,roger federer,rajasthan university,diya aur baati,hideaways,,,,,
8,27,0,20,3,08-07-2012,20:02.9,eega,bol bachchan,sourav ganguly,prachi desai,rekha,elena vesnina,iifa awards 2012,kya super kool hai hum,dte,god particle,online shopping sites in india,the amazing spider man movie,axis bank,eaga,ceep,air force recruitment,ranbir kapoor,ddb,punjab university,renault duster,,,,,
9,28,0,20,3,09-07-2012,20:03.2,bol bachchan,naan ee,leander paes,prachi desai,roger federer vs andy murray,god particle,the amazing spider man movie,renault duster india,iifa awards 2012,federer wins,elena vesnina,wimbledon,impotent,online shopping sites in india,air force recruitment,sw19,Jul-09,kya super kool hai hum,rajesh khanna,dns check,,,,,
10,28,0,20,3,10-07-2012,20:03.0,eega,diploma results 2012,bol bachchan,naan ee,prachi desai,north india,renault duster india,world population day,eaga,dekha ek khwab,air force recruitment,stpi,the amazing spider man movie,raksha bandhan,wimbledon 2012 live,airforce,boson,2 days in new york,income tax return,the cinema,,,,,
11,28,0,20,3,11-07-2012,20:02.7,world population day,bol bachchan,trishna,inox,eaga,impotent,mark boucher,neha dhupia,amarnath,the cinema,rakhi,lumbini,wu xia,hijacked,diploma results 2012,dekha ek khwab,aircel 3g plans,raksha bandhan,tatkal,south eastern railway,,,,,
12,28,0,20,3,12-07-2012,20:03.6,dara singh,eega,naan ee,bol bachan movie,bol bachchan,amarnath,rtu,billa 2,payal rohatgi,jntu results,trishna,ek tha tiger,go air,ceep,beml,mohan,raksha bandhan,nagging,the amazing spider man movie,thattathin marayathu,,,,,
13,28,0,20,3,13-07-2012,20:03.8,sherlyn chopra,guwahati,billa 2,dara singh,ek tha tiger song,mumtaz,cocktail,mard,trb,laila khan,trishna,cil,school education,dekha ek khwab,ishq,bol bachchan,stuck on you,the covenant,income tax return,brett lee,,,,,
14,28,0,20,3,14-07-2012,20:03.3,guwahati,sherlyn chopra,billa 2,cocktail,brett lee,ek tha tiger song,gustav klimt,cocktail movie review,assam,raksha bandhan,asha bhosle,amarnath,dara singh,income tax return,sslc results 2012 karnataka,getjar,lata mangeshkar,friday the 13th,13 ghosts,you tube pictures,,,,,
15,28,0,20,3,15-07-2012,20:03.4,youtube video downloader free download,sherlyn chopra,school education,guwahati,ek tha tiger,dte,cocktail,billa 2,newslive,raksha bandhan,vtu,impotent,gustav klimt,income tax return,cocktail review,getjar,trb,you tube music videos,yahoo mail login,sensex,,,,,
16,29,0,20,3,16-07-2012,20:03.5,sunita williams,nmu,youtube video downloader free download,ek tha tiger song,sherlyn chopra,cocktail,kegel exercise,billa 2,raksha bandhan,force one,ssc recruitment,vtu,newslive,income tax return,rakhi,wwe results,impotent,paan singh tomar,trishna,dte,,,,,
17,29,0,20,3,17-07-2012,20:03.1,sherlyn chopra,youtube video downloader free download,jism2,guwahati,ek tha tiger,rakhi,billa 2,cocktail,sunita williams,raksha bandhan,ssc recruitment,jindal,vizag steel plant,dekha ek khwab,scavengers,cocktail movie review,kegel exercise,newslive,group 4,income tax return,,,,,
18,29,0,20,3,18-07-2012,20:02.5,youtube video downloader free download,sherlyn chopra,ek tha tiger song,icai,rakhi,raksha bandhan,cocktail,guwahati,sunita williams,avg antivirus 2012 free download,vtu,billa 2,ramzan,guar,dekha ek khwab,ojas,tet result 2012 gujarat,group 4,diya aur baati,income tax return,,,,,
19,29,0,20,3,19-07-2012,20:03.1,rajesh khanna,dimple kapadia,amitabh bachchan,sherlyn chopra,youtube video downloader free download,anand,icai,ek tha tiger,shammi kapoor,akshay kumar,raksha bandhan,rakhi,cocktail,guwahati,kishore kumar,billa 2,getjar,mooc,tdkr,ramanujan,,,,,
20,29,0,20,3,20-07-2012,20:03.7,dimple kapadia,rajesh khanna,anand,maruti suzuki,anna university,akshay kumar,amitabh bachchan,rakhi,raksha bandhan,ek tha tiger,mallika sherawat,kishore kumar,youtube video downloader free download,getjar,england vs south africa,alastair cook,dekha ek khwab,daag,abraham lincoln vs. zombies,tdkr,,,,,
21,29,0,20,3,21-07-2012,20:03.8,sharad pawar,rahul sharma,india vs srilanka,aircel,youtube video downloader free download,vtu,kea,rajesh khanna songs,getjar,ramzan,income tax return,maruti suzuki,review of dark knight rises,quran download,christopher nolan,mallika sherawat,ek tha tiger,cricket news,mha,motormen strike in mumbai,,,,,
22,29,0,20,3,22-07-2012,20:02.5,cricket score,india vs srilanka,cricket news,rajesh khanna songs,rahul sharma,rpet,vtu,youtube video downloader free download,tin nsdl,gtu,kohli,getjar,aircel,parents day,income tax india,live cricket score card,cil,cricket updates,rakhi,ek tha tiger,,,,,
23,30,0,20,3,23-07-2012,20:03.4,president of india,pranab mukherjee,rajesh khanna songs,ananya,youtube video downloader free download,rakhi,raksha bandhan,getjar,vtu,mumtaz,dimple kapadia,parents day,mha,ek tha tiger,rain water harvesting,kya super kool hai hum,sharad pawar,sherlyn chopra,sony xperia neo l,london olympics 2012,,,,,
24,30,0,20,3,24-07-2012,20:03.0,mha,rakhi,income tax return,ministry of home affairs,bareilly,raksha bandhan,rajesh khanna,pranab mukherjee,president of india,youtube video downloader free download,sherlyn chopra,vtu,ek tha tiger songs,samsung galaxy tab 2 price,getjar,serendip,kegel exercise,sony xperia neo l,somnath,epass,,,,,
25,30,0,20,3,25-07-2012,20:03.6,rakhi,assam,raksha bandhan,mha,vtu,income tax return,pranab mukherjee,president of india,bareilly,jessica gomes,getjar,ek tha tiger,newslive,rajesh khanna songs,rigor mortis,anna university,bade acche lagte hain,ministry of home affairs,black lion,mumtaz,,,,,
26,30,0,20,3,26-07-2012,20:02.2,pranab mukherjee,president of india,kya super kool hai hum,income tax return,rakhi,raksha bandhan,mha,getjar,ministry of home affairs,kiss the girls,life of pi,bade acche lagte hain,pfc,ang lee,london olympics 2012,india against corruption,youtube video,olympics history,bodo,i am bruce lee,,,,,
27,30,0,20,3,27-07-2012,20:04.5,kya super kool hai hum,audi a8 w12,trb,income tax return online,rakhi,raksha bandhan,opening ceremony london 2012,mha,assam,president of india,pranab mukherjee,olympics history,google calculator,photo funia,gmail account,jeet,samsung galaxy tab 2 price,ministry of home affairs,bareilly,laxmi,,,,,
28,30,0,20,3,28-07-2012,20:03.5,kya super kool hai hum,income tax return online,olympic 2012 opening ceremony,raksha bandhan,bal thackeray,saina nehwal,doordarshan,audi a8 w12,olympics history,getjar,live olympic,mha,friendship day,london olympics,gmail account,uu kodathara ulikki padathara review,commonwealth games,archery games,london 2012 football,photo funia,,,,,
29,30,0,20,3,29-07-2012,20:03.4,cricket score,cricket news,kyaa super kool hain hum,london olympics 2012,rakhi,income tax return,raksha bandhan,jntu results,mha,olympic medal tally,online tax payment,sania mirza,getjar,archery games,india against corruption,abhinav bindra,escholarship,olympics live,gmail account,youtube video,,,,,
30,31,0,20,3,30-07-2012,20:06.2,jntu results,delhi news,friendship day,anna hazare,rakhi,london olympics 2012,india against corruption,kya super kool hai hum,aplomb,nokia asha 305,income tax return,getjar,you tube downloader free download,gmail account,mha,sherlyn chopra,saina,when a stranger calls,sania mirza,ndtv,,,,,
31,31,0,20,3,31-07-2012,20:03.2,income tax india,saina nehwal,friendship day,income tax return online,raksha bandhan,income tax e filing,olympics medal tally,rakhi,mha,hockey india,london olympics 2012,gagan,rajesh khanna,getjar,olympics live,abhinav bindra,kya super kool hai hum,mumtaz,gmail account,manisha koirala,,,,,
1,31,0,20,3,01-08-2012,20:05.0,friendship day,virat kohli,power grid,cricket news,rakhi,raaz 3,raksha bandhan,ten cricket,cricket score,ongc,cmat,intelligence bureau,suresh raina,power failure in india,chidambaram,india vs srilanka live streaming,mumtaz,saina nehwal,friendship sms,cricket videos,,,,,
2,31,0,20,3,02-08-2012,20:04.8,rakhi,pune news,raksha bandhan,rakhi sms,saina nehwal,friendship day,kerala news,virat kohli,pune blasts,deepika kumari,kashyap,ongc,intelligence bureau,leander paes,asianet news,india against corruption,raaz 3,hockey india,getjar,london olympics 2012,,,,,
3,31,0,20,3,03-08-2012,20:03.7,india against corruption,saina nehwal,kashyap,jism2,student of the year,sania mirza,saina nehwal olympics 2012,rakhi,ongc,nokia asha 305,zee news,the recruit,facebook friends,olympics medal tally,friendship day,gagan narang,mha,cmat,getjar,intelligence bureau,,,,,
4,31,0,20,3,04-08-2012,20:03.5,ongc,saina nehwal,jism2,vijay kumar,friendship day,raaz 3,kishore kumar,india against corruption,cbse result,friendship sms,lakme fashion week,arvind kejriwal,mha,sania mirza,intelligence bureau,getjar,cat 2012,facebook friends,yeh jo mohabbat hai,gmail account,,,,,
5,31,0,20,3,05-08-2012,20:02.9,friendship sms,friendship messages,friendship quotes,happy friend ship day,friendship day,jism2 video,ongc,dosti shayari,icc rankings,kishore kumar,raaz 3,cricket news,cricket score,saina nehwal,friendship poems,friends forever,drdo,friendship bands,intelligence bureau recruitment 2012,mha,,,,,
6,32,0,20,3,06-08-2012,20:03.9,ongc,jism2 video,raaz 3,lakme fashion week,student of the year,mary kom olympics,facebook friends,friendship day,mha,getjar,saina nehwal,olympics medal tally,you tube downloader free download,gmail account,ceep,janmashtami,the dictator 2012,intelligence bureau,burma news,speed post track,,,,,
7,32,0,20,3,07-08-2012,20:02.9,fiza,ongc,speed post track,mary kom,vijay kumar,mha,icai,janmashtami,jism2 video,sbi recruitment,discus throw,ministry of home affairs,news today,raaz,standard chartered,iift,getjar,jaan,gmail account,google doodle,,,,,
8,32,0,20,3,08-08-2012,20:03.4,vilasrao deshmukh,hamid ansari,icai,india vs srilanka t20,gangs of wasseypur 2,anna university results,mary kom olympics 2012,mha,janmashtami,vijay kumar,fiza,ssc,lakme fashion week,cricket news,roaming free in india,saina nehwal,cricket score,speed post track,annauniversity,student of the year,,,,,
9,32,0,20,3,09-08-2012,20:03.5,lord krishna,janmashtami,ssc result 2012,julayi,krishna janmashtami,sri krishna,ongc,jism2 video,devendro,anna university results,illegitimate,intelligence bureau,mha,ignou,mahesh babu,vijay kumar,radha krishna,lakme fashion week,nokia asha 305,staff selection commission,,,,,
10,32,0,20,3,10-08-2012,20:03.5,lord krishna,yamuna expressway,janmashtami,krishna janmashtami,sri krishna,radha krishna,ssc result 2012,iskcon temple,ctet,oysters,ongc,anna university results,gangs of wasseypur 2,mha,baba ramdev,big bazaar,hansika motwani,annauniversity,dhoom 3,sri lanka premier league,,,,,
11,32,0,20,3,11-08-2012,20:03.4,yamuna expressway,fiza,t20 world cup 2012,pallavi,yuvraj singh,iskcon temple,gangs of wasseypur 2,andala rakshasi movie review,amit kumar,perversion,ctet,sri krishna,ongc,sri lanka premier league,group 4,mha,lord krishna,krishna bhajan,gate 2013,big bazaar,,,,,
12,32,0,20,3,12-08-2012,20:04.4,mumbai news,yogeshwar dutt,fiza,ongc,assam,plagiarism,gangs of wasseypur 2,mha,burma news,teri meri love story,gagan narang,t20 world cup 2012,teamviewer 7 free download,onam,aajtak,anna university results,barfi,asha bhosle,vijay kumar,slpl,,,,,
13,33,0,20,3,13-08-2012,20:03.6,did lil masters 2012,sushil,sushil kumar,dance india dance,faisal,ctet,kiran bedi,osmania university,yamuna expressway,gangs of wasseypur 2,vilasrao deshmukh,ongc,mha,dhoom 3,vijay kumar,baba ramdev,ek tha tiger,burma news,intelligence bureau,iift,,,,,
14,33,0,20,3,14-08-2012,20:04.3,ramdev,baba ramdev,ramdev news,anirudh,vande mataram,independence day,ongc,national flag,epass,national anthem of india,mha,bhagat singh,republic day,flag of india,ek tha tiger,yamuna expressway,sridevi,iift,gangs of wasseypur 2,patriotic songs,,,,,
15,33,0,20,3,15-08-2012,20:02.8,independence day sms,vande mataram,national flag,india flag,republic day,bhagat singh,patriotic songs,15th august,15-Aug,ek tha tiger movie,sharad pawar,movie ticket booking,happy independence,patriotic quotes,genelia d souza,Aug-15,subhash chandra bose,mha,julayi,yamuna expressway,,,,,
16,33,0,20,3,16-08-2012,20:04.0,ek tha tiger,devudu chesina manushulu,box office collection,dhoom 3,bhagat singh,latur,mha,ongc,vande mataram,facebook friends,intelligence bureau,chak de india,the guru,deshmukh,vilasrao deshmukh,getjar,ambedkar,gmail account,republic day,vijay kumar,,,,,
17,33,0,20,3,17-08-2012,20:03.7,bangalore news,mha,ctet,ongc,ek tha tiger,ministry of home affairs,assam,intelligence bureau,devudu chesina manushulu,dhoom 3,anirudh,huda,north east,divya bharti,escholarship,pola,facebook friends,oneindia,eid ul fitr,ssc result 2012,,,,,
18,33,0,20,3,18-08-2012,20:03.4,mha,cag,salman khan ek tha tiger,ongc,intelligence bureau,assam,ministry of home affairs,anirudh,bangalore news,devudu chesina manushulu,onam,huda,oneindia,ektha tiger,facebook friends,bulk sms,finance department,bodos,eid ul fitr,eid mubarak,,,,,
19,33,0,20,3,19-08-2012,20:03.1,anna university,mha,ek tha tiger,intelligence bureau,ctet,ongc,ministry of home affairs,exam results,eid ul fitr,onam,assam,gtu,gulzar,laxman,karan singh grover,bangalore news,wenlock,oneindia,dhoom 3,ramzan,,,,,
20,34,0,20,3,20-08-2012,20:03.0,summer slam 2012 results,wwe summerslam 2012 result,ramzan,ek tha tiger,eid,rajiv gandhi,onam,vilasrao deshmukh,ctet,saina nehwal,bangalore news,live cricket score,facebook friends,eid ul fitr,naan,anirudh,gtu,ongc,anna university results,livecricket,,,,,
21,34,0,20,3,21-08-2012,20:02.7,ek tha tiger,rajiv gandhi,vtu,ongc,vvs laxman,ganesh chaturthi,wwe summerslam 2012 matches,eid,box office collection,summer slam 2012 results,bhagat singh,gmail account,top gun movie,naan,blasphemy,amy jackson,manchester united vs everton,asam,hum aapke hain kaun,the specialist,,,,,
22,34,0,20,3,22-08-2012,20:02.8,raj thackeray,ongc,vvs laxman,facebook friends,micromax a75,miss world 2012 winner,cag,ganesh chaturthi,vodafone bill pay,escholarship,gmail account,naan,shaan,vtu,stick it,teachers day,iift,aaj tak,teamviewer 7 free download,sher khan,,,,,
23,34,0,20,3,23-08-2012,20:03.6,ind vs nz,raj thackeray,ongc,onam,ctet,live cricket score,vvs laxman,cavorting,escholarship,teachers day,livecricket,under 19 world cup,sonia gandhi,cricket news,evade,chelsea vs reading,chiranjeevi,nehru cup 2012,bandidas,gmail account,,,,,
24,34,0,20,3,24-08-2012,20:03.9,ongc,ctet,onam,live score,india vs new zealand,live match,raj thackeray,vvs laxman,escholarship,teachers day,cricket score,sonia gandhi,match score,ten cricket live,espn live,oneindia,the jackal,live streaming,the cold light of day,high court,,,,,
25,34,0,20,3,25-08-2012,20:03.1,ongc,shirin farhad ki nikal padi,icsi,onam,csir,lephone,teachers day,escholarship,fci,farah khan,net result,trb,mobile movie,huda,rajasthan patrika,result 2012,raj thackeray,company secretary,facebook friends,1 billion,,,,,
26,34,0,20,3,26-08-2012,20:03.2,fci,trb,onam,live cricket score,u 19 world cup 2012,ongc,escholarship,sholay,apset,icsi,arvind kejriwal,first flight,livecricket,teachers day,huda,cricket news,townsville,katrina,csir,net result,,,,,
27,35,0,20,3,27-08-2012,20:02.9,silk smitha,arvind kejriwal,india under 19 world cup,hangal,onam,kaksparsh,ctet,fci,ashwin,katrina,cricket news,india vs new zealand 2012,cricket score,iac,india against corruption,mother teresa,farah khan,iift,shirin farhad,run baby run,,,,,
28,35,0,20,3,28-08-2012,20:04.1,onam,fci,teachers day,run baby run,arvind kejriwal,cag,cover photos for facebook timeline,ganesh chaturthi,beheaded,shirin farhad,samsung news,riya,iift,us open live,gmail account,anari,microsoft security essentials download,bad karma,mobile movie,samsung vs apple,,,,,
29,35,0,20,3,29-08-2012,20:06.9,onam,teachers day,fci,england vs south africa,run baby run,hashim amla,cover photos for facebook timeline,hcl infosystems,nagarjuna,student of the year,nmdc,iift,katrina,cricinfo,cricket news,cag,gmail account,livecricket,live streaming cricket,weather in delhi,,,,,
30,35,0,20,3,30-08-2012,20:02.4,kasab,26-Nov,teachers day,ctet,run baby run,raghuram rajan,onam,fci,hashim amla,barfi,cover photos for facebook timeline,uphold,student of the year,jyoti,farah khan,gmail account,sony xperia v,nmdc,vijaya bank,getco,,,,,
31,35,0,20,3,31-08-2012,20:02.9,teachers day,raghuram rajan,fci,ssc result 2012,esha gupta,maria montessori,cover photos for facebook timeline,samsung galaxy note 2 price,kasab,samsung windows phone,unmukt chand,narendra modi,gmail account,jntu,parveen babi,minissha lamba,31-Aug,micr code,mr india,ballon d or,,,,,
1,35,0,20,3,01-09-2012,20:02.9,live cricket score,joker review,joker movie,teachers day,narendra modi,cricket news,ratan tata,escholarship,raj thackeray,ross taylor,sahara group,cmat,cameraman ganga tho rambabu,fci,unmukt chand,pgcet 2012 results,cover photos for facebook timeline,student of the year,livecricket streaming,cricket update,,,,,
2,35,0,20,3,02-09-2012,20:02.6,teachers day,pawan kalyan,ibps rrb,cameraman ganga tho rambabu,mugamoodi,joker movie,barfi,fci,escholarship,student of the year,asha bhosle,sunidhi chauhan,ratan tata,cover photos for facebook timeline,ganesh chaturthi,narendra modi,repo rate,sherlyn chopra,sudeep,cmat,,,,,
